Date,Tweet Text,Compound,Negative,Neutral,Positive
2020-12-10, Market Movers in the S&amp;P 500:Occidental Petroleum Corp (9.90%) $OXYApache Corp (9.85%) $APATwitter Inc (8.42%) $TWTRDevo…,0.0,0.0,1.0,0.0
2020-12-10,ICYMI 2020's Theme? Stayin' Alive... JOKES aside - Our Top 10 Uncovered Stock Trades for the Stay-At-Home Economy:  $MSFT $AMZN $FB $ZM $ABT $CRWD $OKTA $ZS $ETSY $EBAY $PINS $TWTR $SQ $ROKU $HUYA $DPZ $SHOP $TCEHY COVID19 coronavirus microcapstocks ,0.5473,0.0,0.888,0.112
2020-12-10,Market Movers in the S&amp;P 500:Occidental Petroleum Corp (9.90%) $OXYApache Corp (9.85%) $APATwitter Inc (8.42%) $TWTRDevon Energy Corp (6.21%) $DVNvalueinvesting WarrenBuffett investing stocks Marketing ,0.2732,0.0,0.916,0.084
2020-12-10,-DEC-10 5:55pm$TWTR Twitter up 8.43% = $3.2 billion gain.(Dec 08) Why Twitter Stock Gained 13% in November - Motley Fool ,-0.0772,0.135,0.744,0.121
2020-12-10," Two Recessions In 12 Years, This Millennial Commercial RealEstate Broker Shows How to Make It Through …",0.0,0.0,1.0,0.0
2020-12-10, _whales nice little 110% profit on $TWTR in 29 minutes in your premium service. Thank you! …,0.8027,0.0,0.613,0.387
2020-12-10,"RT _Sunset: Twitter $TWTR settled +8.4% to $51.21, on news users will be able to tweet direct to snapchat $SNAP …",0.0,0.0,1.0,0.0
2020-12-10,Does $TSLA secretly (or not) own a $SILVER mine?$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $crm $c $amzn $wfc $bac $work $docu $ba $mrna $gold $baba $fb $nflx $cgc $twtr $gs $jpm $ino $spce $ibm $intc $pfe $xlf $xom $xle $ibb $gbtc $wmt $eurusd $sil $googl $cat ,0.0,0.0,1.0,0.0
2020-12-10," I'm doing a crazy giveaway Tomorrow at midnight 11:59 pm...Prize: I will fund you a $4,000 USD account and give you fre…",-0.34,0.118,0.882,0.0
2020-12-10,$twtr That's multi month breakout on twtr ,0.0,0.0,1.0,0.0
2020-12-10,Makes sense now $TSLA built the Gigafactory in the $SILVER State$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $crm $c $amzn $wfc $bac $work $docu $ba $mrna $gold $baba $fb $nflx $cgc $twtr $gs $jpm $ino $spce $ibm $intc $pfe $xlf $xom $xle $ibb $gbtc $wmt $eurusd ,0.0,0.0,1.0,0.0
2020-12-10," Unusual Calls 12/10 Afterhours This does not include the weekly expiry on 12/11.$VERU, $SNAP, $TWTR leading the way. ht…",0.0,0.0,1.0,0.0
2020-12-10," $SNAP, $TWTR  ",0.0,0.0,1.0,0.0
2020-12-10,_whales nice little 110% profit on $TWTR in 29 minutes in your premium service. Thank you! ,0.8027,0.0,0.613,0.387
2020-12-10,OTC masters and  another 100K dayPerky/Holla/NHOD master_911 FAANG master &amp; $TWTR  and Yes me... The Insider  (bit douchy tagging myself...so what!)Tomorrow we do it all over again⚒Osu⚒ ,0.4574,0.0,0.897,0.103
2020-12-10,This $TWTR play ran fast. Got to 400% in two hours.Ran $26 to $129 in that time. Congrats all!Link:   ,0.7263,0.0,0.736,0.264
2020-12-10,"Twitter $TWTR settled +8.4% to $51.21, on news users will be able to tweet direct to snapchat $SNAP ",0.0,0.0,1.0,0.0
2020-12-10, Top tweeted stocks:$TSLA $AMZN $SNAP $ABNB $CRWD $TWTR $SE $FB $TWLO $NET $AMD $AAPL $SBUX $PTON $HD $DASH $DDOG $LULU $…,0.2023,0.0,0.917,0.083
2020-12-10," Trump quoted a ""Trump fan at Georgia Rally on OANN,"" saying ""This is going to escalate dramatically. This is a very danger…",0.3182,0.0,0.892,0.108
2020-12-10,"RT _BadDM: Had a really fun stream, got some faeforge lore in there, did some editing, gave some DM'ing advice and had some wonderful p…",0.807,0.0,0.751,0.249
2020-12-10,"Had a really fun stream, got some faeforge lore in there, did some editing, gave some DM'ing advice and had some wonderful people in chat. Im happy. ",0.8999,0.0,0.677,0.323
2020-12-10,Category Overview of stocks I track:Media: +4.71%; 10 of 11 Up (&gt;=5%: $TTGT $PERI $CDLX)Leisure: +3.54%; 21 of 27 Up (&gt;=5%: $ZDGE $TWTR $SNAP $PTON $IAC $ROKU)Healthcare: +3.43%; 43 of 49 Up (&gt;=5%: $RVP $NNOX $AHCO $NSTG $PHR $ACCD $ADPT $PSNL $FLGT $BLFS $HOLX $AWH)(1 of 5) ,0.0,0.0,1.0,0.0
2020-12-10,$TWTR Twitter Inc - recent results below mkt expectations but stock bounced back strongly. Now trading $51.21 (5 1/2 yr highs) from $39.26 in August with cup &amp; handle on monthly. Looks strong for old highs ~ $67. $SNAP integration helping today. Both names +8%.  ,0.872,0.0,0.802,0.198
2020-12-10,$TWTR is likely to break!(Daily chart) ,0.0,0.0,1.0,0.0
2020-12-10,The crazy thing is...I had Twitter calls that expire tomorrow. I traded yesterday at 22 cents from my 14 cents average. I saw that it'd been trying to get to $50 since last week. 😭😭😭😠 $TWTR,-0.34,0.068,0.932,0.0
2020-12-10,Top tweeted stocks:$TSLA $AMZN $SNAP $ABNB $CRWD $TWTR $SE $FB $TWLO $NET $AMD $AAPL $SBUX $PTON $HD $DASH $DDOG $LULU $FSLY $ROKU $PYPL $LMND $ZM $RKT $JMIA $NNOX $BABA $DKNG $CRM $MSFT $NIO $NFLX $SQ $COST $ZS $AI $PINS $CHWY $SPCE $SNOW $FSR $PLTR  stockstowatch ,0.2023,0.0,0.961,0.039
2020-12-10,"Wait, Doc! You're telling me $SILVER is used to make... $TSLA?Yes Marty, yes!$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $crm $c $amzn $wfc $bac $work $docu $okta $ba $mrna $gold $amd $nio $baba $fb $uber $nflx $cgc $twtr $gs $jpm $ino $spce $ibm $intc ",0.0,0.0,1.0,0.0
2020-12-10,$TWTR We have detected a noticeable rise in the Zeitgeist for Twitter Inc at   DataSwarm Markets for more informationstockstowatch NYSEDataSwarm ref: 115333,0.0,0.0,1.0,0.0
2020-12-10,Looking for those last minute credits? Try this one from  and earn 1 LU | HSW credit. Specifying Code-Compliant Toilet Partitions  onlinelearning ceu ,0.6249,0.0,0.788,0.212
2020-12-10,$TWTR $SNAP ,0.0,0.0,1.0,0.0
2020-12-10,"Content-sharing deal boosts Snapchat and Twitter. $SNAP +8.1% to $53.15, record high. $TWTR +8.4% to $51.21.  ",0.3182,0.0,0.867,0.133
2020-12-10,MCU stan twtr after watching the whole live just to find out they talk about Marvel near the end ,0.4215,0.0,0.865,0.135
2020-12-10,"Twelve Cupcakes admits underpaying 7 foreign employees  via  This 2 employers thought their plan is 'fool proof and no 'gods &amp; devils' will  not know. But alas; MOM is 'SMARTER' than the offenders.""HONESTY"" is the best polcy. Be honest &amp; beblessed. ",0.4047,0.168,0.612,0.22
2020-12-10," ""Infected after 5 minutes, from 20 feet away: South Korea study shows coronavirus' spread indoors""  …",-0.4939,0.198,0.802,0.0
2020-12-10," Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10,I’m surprised Twitter didn’t integrate with Parler 😆 $twtr,0.2263,0.0,0.787,0.213
2020-12-10,Energy Financials &amp; technology  Sectors led the S&amp;P500 today as it closed down .13%.  Top gainers: $OXY $APA $DVN $HES $FANG $COG $SBUX $HOLX $TWTR $AAL Top Laggards: $BWA $GM $F $CNC $LUMN $UDR $PEAK $MLM $VMC $UPS The MACD divergence on both the SPX and VIX has some nervous ,0.3818,0.039,0.855,0.106
2020-12-10,"Been enjoying my honeymoon with the Wife! Excited to get back late next week! Shout out to holding it down   , been dropping a play or two still 😉 $TWTR $BLNK $JMIA $CRM $MSFT $SPY $QQQ $TSLA $EBAY $UPS $PFE ",0.8309,0.0,0.795,0.205
2020-12-10,NBA POWER RANKINGS: Where every team stands heading into the season  ,0.0,0.0,1.0,0.0
2020-12-10,"McDonald's Employee Debunks Rumor About Toxic Ingredient In McNuggets  via  What foods, either processed or natural; eat what you need. Over consumed will lead poor health. It is just common sense. ",-0.1531,0.09,0.838,0.072
2020-12-10,🚀 $TSLA 🚀 $5B cap raise now COMPLETE!! . 8-K FILED!! 💰💰💰 $AMZN $F $AAPL $FB $TWTR $GOOGL $BABA $NFLX $BABA $AMT $BYND $WDAY $CHTR $PEP $PYPL $ROKU $JNJ $JPM $GS $SBUX $WMT $MSFT $SHOP $TWLO $V $MA $NVDA $CCL $AAL $CAR $UAL $TRIP $SHOP $NKLA $NIO $BA $BKNG $DKNG $DASH $ABNB ,0.0,0.0,1.0,0.0
2020-12-10, Where is money flowing today?  MoneyFlow StockMarket $TGTX $AI $ALXO $EGHT $EDIT $THC $PRLD $NTLA $SID $LMND $MDB $JMI…,0.0,0.0,1.0,0.0
2020-12-10,"Bought this $TWTR woke pile of sh..e at $16, few years back.  Said I'd probably never sell it, given what it is and the monopoly it has.  Taking over from the even worse $FB which is going to be broken up? ",-0.7351,0.137,0.863,0.0
2020-12-10,"A Twitter user fooled Trump by setting up fake accounts and raising $7,384 for the non-existent ‘Gay Voices for Trump’ organization  via ",-0.6908,0.231,0.769,0.0
2020-12-10,"Snap and Twitter jump on announcement of integration partnership allowing users to share tweets via Snapchat (SNAP, TWTR) ",0.296,0.0,0.885,0.115
2020-12-10,"Andy Lau on punctuality: Isn't this what actors should do?  via  He thinks he is a president of a country, and is setting a 'good' example. Ha, ha. ",0.5859,0.0,0.827,0.173
2020-12-10,Where is money flowing today?  MoneyFlow StockMarket $TGTX $AI $ALXO $EGHT $EDIT $THC $PRLD $NTLA $SID $LMND $MDB $JMIA $TRQ $ALKS $LPRO $CNX $GOCO $FATE $CLF $CARG $KC $OXY $APA $NNOX $WIX $KYMR $VIR $NVTA $VRNT $CDNA $NET $TWTR $CRWD $TWST $SNAP $TRGP  ,0.0,0.0,1.0,0.0
2020-12-10,"Funeral director accused of killing ex-boyfriend remanded for further investigations  via  This accused should renamed as ""THE BLACK WIDOW"" after the female spider. ",-0.8834,0.373,0.627,0.0
2020-12-10,Today's most active calls... $TSLA $SQ $AAPL $CRWD $TWTR $CRM options stockmarket wallstreet fintech blackboxstocks ,0.4576,0.0,0.824,0.176
2020-12-10, $TWTR $SNAP Twitter is partnering with Snap to bring tweets into Snapchat with a native integration that both companies hope…,0.0,0.0,1.0,0.0
2020-12-10, Amazing how starved  is for positive news. Nice price action on just ok news. Not a fan of $SNAP and would guess it's a fad. But $TWTR... Twitter's a shell of what it could be with motivated mgmt. Only expensive w/ current leadership. Could literally get cheap overnight.,0.8942,0.093,0.618,0.289
2020-12-10,$TWTR target reached ,0.1027,0.0,0.588,0.412
2020-12-10,$BAYP🚨ALERTING @.0002🎯TARGET @.002+DolVol.$1milVol.3.44b &amp; 70% of total Vol is BUYS!FB $TWTR $LNKD $SNAP $GOOG MJ $SDPI$NURO$SFIX$PLTR$APXT$LAZR$MITO$OBLN$SPCE$BRLL$TSNP$ENZC$PUGE$NUUU$CBDD$svte$ewll$rtrk$wsgf$tsnp$vibi$plyZ$HCMC$gdet$prpm ,0.0,0.0,1.0,0.0
2020-12-10,"""Infected after 5 minutes, from 20 feet away: South Korea study shows coronavirus' spread indoors""   Covid19 MaskUp Coronavirus WearAMask ",-0.4939,0.158,0.842,0.0
2020-12-10,"after I closed out my debit spreads today @ open, I then, emptied my  account for x-mas &amp; I am back to 1500$ I plan to double it with credit/debit-spreads 🔥 $spy $zm $cost $fb $amzn $tsla $pfe $crm $bidu $roku $twtr $ba ",-0.1779,0.045,0.955,0.0
2020-12-10,$TWTR Twitter Inc is shooting through the roof with a +8.43% increase today!,0.3802,0.0,0.809,0.191
2020-12-10,"Two Presidents, Two Messages, One Killer Virus  via  Although it is an unfair fight, 2 presidents against 1 micro virus. Result is very clear! The presidents will be defeated &amp; die. Referee will declare 'victory' to the virus. Ha, ha. ",-0.891,0.314,0.546,0.14
2020-12-10,Twitter erupts over Mathew Morrison's 'sexual' interpretation of the Grinch: 'I'm literally gonna need to see my therapist'  via  😡😡😡,0.0,0.0,1.0,0.0
2020-12-10,"$SNAP, $TWTR  ",0.0,0.0,1.0,0.0
2020-12-10,"_Bloom my favorite fellow $TWTR investor, thoughts?  My only beef is the valuations for each.",0.4588,0.0,0.824,0.176
2020-12-10," Win win partnership for $SNAP $TWTR. Twitter boosts distribution , relevance/mindshare, &amp; traffic. Snap gets more content +…",0.872,0.0,0.586,0.414
2020-12-10, $TWTR +9.3%$SNAP  +7.2%,0.0,0.0,1.0,0.0
2020-12-10,$HCMC $50K BUY BLOCKS. LOOK AT THAY VOLUME ACCUMULATIONFB $TWTR $LNKD $SNAP $GOOG MJ $SDPI$NURO$SFIX$PLTR$APXT$LAZR$MITO$OBLN$SPCE$BRLL$TSNP$ENZC$PUGE$NUUU$CBDD$VSYM$GDET$SVTE$EWLL$FPFI$DNAXD$BRTX$WDLF$WSGF$PZOO$PLYZ$TSNP$OPTI$FTEG$ewll$bayp$gtll ,-0.3885,0.158,0.842,0.0
2020-12-10,Daily velocity scan change% &gt; 0 &amp; volume &gt; 50MA from personal watchlist - $LPRO $LMND $MDB $INSG $IPOC $SFIX $WIX $SBUX $SM $OXY $SMAR $HOLX $AMRN $NVTA $HUBS $TWTR $NVCR $EVBG $MYOV $LOW $YETI $GOCO stocks stockstowatch stockscreener ,0.0,0.0,1.0,0.0
2020-12-10," Two Recessions In 12 Years, This Millennial Commercial RealEstate Broker Shows How to Make It Through …",0.0,0.0,1.0,0.0
2020-12-10,$TWTR rises to highest close since October 29th: : Very bullish TWTR Twitter,0.0,0.0,1.0,0.0
2020-12-10,"🎄 Christmas Designs 🎄Personalize your own photos.Demo design used for advertising purposes only! NOT for sale!Design Enquiries:Karen Van Kempen - FB, Twtr &amp; IG.+27 76 713 6609 - WhatsApp &amp; Telegram.christmas2020 merrychristmas happyholidays tistheseason 💛 ",0.0,0.0,1.0,0.0
2020-12-10, $KULR Technology Group to Present on its Next-Gen Thermal Management Technologies at Benzinga Global Small Cap Conferen…,0.0,0.0,1.0,0.0
2020-12-10,"🎄 Christmas Designs 🎄Personalize your own photos.Demo design used for advertising purposes only! NOT for sale!Design Enquiries:Karen Van Kempen - FB, Twtr &amp; IG.+27 76 713 6609 - WhatsApp &amp; Telegram.christmas2020 merrychristmas happyholidays tistheseason 💙 ",0.0,0.0,1.0,0.0
2020-12-10, $TWTR $SNAP Twitter is partnering with Snap to bring tweets into Snapchat with a native integration that both companies hope…,0.0,0.0,1.0,0.0
2020-12-10,"🎄 Christmas Designs 🎄Personalize your own photos.Demo design used for advertising purposes only! NOT for sale!Design Enquiries:Karen Van Kempen - FB, Twtr &amp; IG.+27 76 713 6609 - WhatsApp &amp; Telegram.christmas2020 merrychristmas happyholidays tistheseason 🎄 ",0.0,0.0,1.0,0.0
2020-12-10,"HotOptions Report For End Of Day December 10, 2020 – $TSLA, $AAPL, $PLTR, $PFE, $NIO, $AAL, $TWTR, $FB, $T, $AMD, $SNAP, $MSFT, $GE, $AMZN, $VALE, $BAC, $OXY, $CCL, $F, $XOM     ",0.0,0.0,1.0,0.0
2020-12-10,"🎄 Christmas Designs 🎄Personalize your own photos.Demo design used for advertising purposes only! NOT for sale!Design Enquiries:Karen Van Kempen - FB, Twtr &amp; IG.+27 76 713 6609 - WhatsApp &amp; Telegram.christmas2020 merrychristmas happyholidays tistheseason   ",0.0,0.0,1.0,0.0
2020-12-10,$TWTR it’s a 3 digits stock 🤞🏻 ,0.0,0.0,1.0,0.0
2020-12-10,$twtr rising ,0.0,0.0,1.0,0.0
2020-12-10," Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10,"Two Recessions In 12 Years, This Millennial Commercial RealEstate Broker Shows How to Make It Through  via  ",0.0,0.0,1.0,0.0
2020-12-10," Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10,SOLID play today with 232% up $TWTR girltrading stockmarket accountchallenge twtr ,0.5766,0.0,0.655,0.345
2020-12-10,Matthew Morrison’s performance in ‘The Grinch Musical!’ leaves several viewers feeling ‘uncomfortable’  via ,0.2003,0.0,0.87,0.13
2020-12-10," Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10,"Who knew $TWTR and $SNAP would collaborate?? I didn't, but grateful cause that move was timely!I still think $TWTR is going to head even higher prices. Could be in the triple digits next year ",-0.5956,0.108,0.892,0.0
2020-12-10,"  Hi my love. Hope ur well. ❤️d video that's been tweeted, but really missing u on Twtr like old days when u were full…",0.6262,0.109,0.575,0.316
2020-12-10,"Ever so Slowly inching closer to an edit button at $TWTRPer  , Senior Director of Public Policy &amp; Philanthropy for APAC Twitter, at the Milken Inst Asia Summit much earlier today: ",0.0,0.0,1.0,0.0
2020-12-10," Hi my love. Hope ur well. ❤️d video that's been tweeted, but really missing u on Twtr like old days when u were full of fun &amp; words of wisdom. Like my friend who's at the end of his tether, we r all going thru depressing times &amp; just one word from u would help.❤️as ever ",0.9602,0.089,0.563,0.348
2020-12-10,Why Twitter and Snapchat Stocks Just Joined Hands and Jumped $TWTR  $SPY,0.0,0.0,1.0,0.0
2020-12-10," Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10,"Unusual Calls 12/10 Afterhours This does not include the weekly expiry on 12/11.$VERU, $SNAP, $TWTR leading the way. ",0.0,0.0,1.0,0.0
2020-12-10,By far one of my favorite portfolios created this year. I created this late March 2020. Almost had some Ls but the whole portfolio is green and has been killing it carried by $SNAPportfolio stocks stockmarket $atvi $dis $fb $twtr $pypl $nflx TechStocks $tsla ,-0.6249,0.122,0.778,0.1
2020-12-10," Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10,$TWTRIf u have 50 calls👐51 callLow 0.03High 1.14 ,0.0,0.0,1.0,0.0
2020-12-10,"Several growth stocks rallied Thursday, including Twitter, AMD and Twilio $TWTR $AMD $TWLO ",0.3818,0.0,0.822,0.178
2020-12-10, $twtr google  ,0.0,0.0,1.0,0.0
2020-12-10,Skim the cream of financial news $TWTR $FB $LNKD  ,0.0,0.0,1.0,0.0
2020-12-10,BN: Snap Partners With Twitter to Share Tweets Within App$TWTR $SNAP ,0.296,0.0,0.82,0.18
2020-12-10, Lil bit of booty for the tl 🍑😈 morning twtrGo sub to my onlyfans to watch me shake it ,-0.1779,0.086,0.914,0.0
2020-12-10,Get tweets in 1 watchlist for major constituents of FTSE100 $TWTR $FB $LNKD  ,0.0,0.0,1.0,0.0
2020-12-10," when Rob says “triangle they out” - does that mean price has already come down to take out the stops on the opposite end of the triangle, then came back up and is about to take off outside of the triangle? Like in the grey circle in the $TWTR 60m chart here? ",-0.4329,0.099,0.835,0.066
2020-12-10," Today is HumanRightsDay, I want to offer praise to my dear friend  &amp; my Twtr friend  for thei…",0.9169,0.0,0.463,0.537
2020-12-10,"Just following the flow.  Out to March, but already up 12%.  Anyone who isn't profitable trading, I beg you to learn flow trading.  It is such an edge, it's crazy how simple it makes trading. $TWTR Join this free seminar tonight to learn about it:  ",0.4411,0.114,0.736,0.149
2020-12-10,$BCDA hmm yesI do not even post 5% of my winners per week on TWTR. ,0.4767,0.0,0.819,0.181
2020-12-10,"That's one small step for $TWTR shareholders, a giant leap for social networks kind! $SNAP ",0.5707,0.0,0.779,0.221
2020-12-10, CAMPERS HUNTERING FISHING BOATING SURVIVALIST INVESTORS WATERSPORTSTHIS IS A MUST SEE…,0.0,0.0,1.0,0.0
2020-12-10,CAMPERS HUNTERING FISHING BOATING SURVIVALIST INVESTORS WATERSPORTSTHIS IS A MUST SEE$TSNP $NWBO $WDLF $ENZC $FNMA $SFOR $ARCS $CYDY $STHC $CLHI $FORW VIBI XMET TPTW AVXL AMRN IPIX PCTL COOP RVVTF PASO RDGL BRTX HPIL WSGF EWLL RXMD AMZN TWTR FB ,0.0,0.0,1.0,0.0
2020-12-10, Snap Launches A Native Twitter Integration$SNAP | $TWTR ,0.0,0.0,1.0,0.0
2020-12-10,Silver Lake very very smart $TWTR $ABNB _durban ,0.5059,0.0,0.682,0.318
2020-12-10,"$SILVER, 1H$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $crm $c $amzn $wfc $bac $work $docu $okta $ba $mrna $gold $amd $nio $baba $fb $uber $nflx $cgc $twtr $gs $jpm $ino $spce $ibm $intc $pfe $xlf $xom $xle $ibb $gbtc $wmt $eurusd $gbpusd $race $tif ",0.0,0.0,1.0,0.0
2020-12-10, This is huge $twtr,0.3182,0.0,0.566,0.434
2020-12-10,"The GOP is driving itself mad - On Wednesday afternoon, the phrase ""civil war” was trending on Twitter  via ",-0.4939,0.158,0.842,0.0
2020-12-10,Success from  - By zpatula7193 $TWTR ,0.5719,0.0,0.519,0.481
2020-12-10,Sold half my position today as it closed in on 52 $twtr ,0.0,0.0,1.0,0.0
2020-12-10,Sold all $TWTR shares . +20% Profit . F$ck you twitter . You ban my account .,0.128,0.193,0.535,0.273
2020-12-10,$TWTR you like that huh ,0.3612,0.0,0.615,0.385
2020-12-10,$TWTR  🚀⚡️This was my post on the 25th of NOV in my private Twitter account ,0.0,0.0,1.0,0.0
2020-12-10,Alex killing it!!! Great pickup on $TWTR ,-0.2905,0.367,0.348,0.285
2020-12-10,This is huge $twtr ,0.3182,0.0,0.566,0.434
2020-12-10, *Update 11/20* $TWTR DB + Rev. Spiral trade TWTR Since PostUp $6.43 (14.34%)Then: 44.85Now: 51.28 ,0.0,0.0,1.0,0.0
2020-12-10,$TWTR Jack go home asap please ,0.3182,0.0,0.685,0.315
2020-12-10," Trump quoted a ""Trump fan at Georgia Rally on OANN,"" saying ""This is going to escalate dramatically. This is a very danger…",0.3182,0.0,0.892,0.108
2020-12-10,I want to be like  when I grow up! $TWTR I completely missed this one as I was working out and engrossed in my $NFLX show 😞 ,0.2957,0.095,0.687,0.217
2020-12-10, Wow this is absolutely disgusting shame on $TWTR for this despicable action.             Star of David deemed 'hateful…,-0.5059,0.284,0.563,0.153
2020-12-10,$TWTR and $SNAP integrating meaning they’re both going up towards the moon. ,0.0,0.0,1.0,0.0
2020-12-10,$TWTR 📈,0.0,0.0,1.0,0.0
2020-12-10,"Sanders: Swalwell's 'outrageous and irresponsible' behavior looks even worse now  via  Yeah, having your picture made with foreign assets is a bad idea.  TrumpTheFool ",-0.8625,0.374,0.509,0.117
2020-12-10,$SILVER / $GOLD$dxy $gdx $gld $slv $nem $f $ge $aapl $msft $aal $dis $dal $crm $amzn $wfc $bac $work $docu $okta $ba $mrna $gold $nio $baba $fb $nflx $cgc $twtr $gs $jpm $ino $spce $ibm $intc $pfe $xlf $xom $xle $ibb $jnj $gbtc $wmt $tsla $eurusd $usdjpy $gbpusd $btcusd $ethusd ,0.0,0.0,1.0,0.0
2020-12-10,CNN's Bob Costas confirms Twitter account is fake  via ,-0.4767,0.279,0.721,0.0
2020-12-10,   _Hale Didn't see any trades that interested me. Went for a morning workout and brunch. No new adds today. Hope you guys are Green today.Text from my broker on $SNAP $TWTR moving from their integration. NP in Trading accts but some in LT. ,0.5051,0.035,0.836,0.129
2020-12-10,Let's not forget at $TSLA was $566 today on that drop  Ppl waiting for a pull and when it's here they panic $AMD $SPY $INTC $BABA $MDB $LOW $FB $SQ $QQQ $FSLY $ZM $PTON $AAPL $NIO $TWTR $MSFT $QCOM $SPCE $ATVI $TMUS $BAC $PINS $CGC $TWLO $SNAP $PYPL $TTD ,-0.5767,0.104,0.864,0.032
2020-12-10,$TWTR Money printing today...Some profits have been taken off the table  ,0.4404,0.0,0.775,0.225
2020-12-10, One more reason why I love Twitter so much:$TWTR founder Jack Dorsey has donated $1M to fund universal basic income proj…,0.6666,0.0,0.81,0.19
2020-12-10,"One more reason why I love Twitter so much:$TWTR founder Jack Dorsey has donated $1M to fund universal basic income projects in US cities.Dorsey gave the money to the ""Mayors for a Guaranteed Income"" group, which will start basic income pilots in 30 cities across the country.",0.6666,0.0,0.908,0.092
2020-12-10,"+$4B cap for this? Twitter already has embeds all over the place. Adding a tweet into a story isn’t a big deal, ESPECIALLY when the Snap user chats about the tweet IN SNAPCHAT. $TWTR ",0.0,0.0,1.0,0.0
